timestamp,x,y,yaw
1776014247.3999927,0.01156551342610021,0.0006631799756024468,0.006838520579423499
1776014247.4515915,0.02971113222736655,0.005502805179342539,0.02964734964750502
1776014247.4916556,0.02647130356398345,0.0061539622742439945,0.03275970483540933
1776014247.5315435,0.043218199051695765,0.007019894286761837,0.04686056431206244
1776014247.5603638,0.044322164933938375,0.008039798160824445,0.059106033503679496
1776014247.5915408,0.038578811536439314,0.007282746610000277,0.07164338275586558
1776014247.6203055,0.04810856820292823,0.0025521664644077976,0.08568659663793901
1776014247.6516185,0.05754555542699328,0.00673274756474774,0.09254413413601686
1776014247.6800847,0.05953615853437321,0.0036371771635954325,0.10942452066153761
1776014247.7115817,0.07378187469442002,0.008967367472413623,0.09017433857445348
1776014247.7401378,0.05587835879418618,0.002893004055772188,0.1123100729027804
1776014247.7716415,0.05691140466331969,-0.002704651425849402,0.13111784040315297
1776014247.7999942,0.05883623174854523,-0.0034102880323341658,0.14590674770428633
1776014247.8315675,0.07937473039145898,0.0003358281286256519,0.1486330284528559
1776014247.8599887,0.08710850705590557,-0.0020731597860220038,0.15488877746970428
1776014247.8917162,0.08601213223483499,-0.008399787848708345,0.15288255052011665
1776014247.9206877,0.09554225225620658,-0.009978229642764243,0.15401284696326656
1776014247.9515626,0.14313936397566523,-0.0016547523464700705,0.1510355104883734
1776014247.9799654,0.18222751047902816,0.00452892405663938,0.15217640407820765
1776014248.0115352,0.19764883161698504,0.009176970173269218,0.14242558363624488
1776014248.0404623,0.20920850469121688,0.005834584887286619,0.1476180498768747
1776014248.0715358,0.23062987188275308,0.007500173969886747,0.14509794481409913
1776014248.100691,0.2569405158172007,0.014026818648109202,0.14606435888449204
1776014248.1315367,0.27030712436721355,0.01654656645175973,0.14804057774526228
1776014248.1601188,0.2548635240572964,0.009628479814571999,0.1487706029157059
1776014248.1915545,0.2773794822844766,0.01330250792728149,0.1478407992632338
1776014248.2202804,0.26979895055616604,0.009220375653613642,0.14772624447994737
1776014248.2516747,0.31148384366477944,0.017039977028959936,0.14463108506486794
1776014248.2801223,0.3339409877582015,0.02145784803895304,0.1438210549051477
1776014248.3116455,0.33369228508044724,0.02047101252281783,0.14458807402271015
1776014248.3399646,0.3246649877693088,0.015830141641603592,0.145958540932936
1776014248.3715484,0.35651943911065936,0.020486162353695662,0.14894332185355277
1776014248.3999634,0.36544204571946254,0.02234872193745921,0.1498914323634739
1776014248.4315324,0.39596027802002937,0.02865822134583006,0.1484918416860681
1776014248.4599438,0.39785282252084725,0.02773667276001853,0.14658111305692714
1776014248.4915338,0.39404324261575563,0.0253849435178785,0.1469596809195218
1776014248.5204124,0.4144369487827741,0.030634295323452077,0.14541959849037267
1776014248.5515454,0.43055206171680954,0.03441199035615804,0.14273047210615641
1776014248.5801966,0.4275533000511125,0.033086443830586725,0.14104983684163153
1776014248.6115396,0.43834430580966866,0.03551098533669011,0.142931357455359
1776014248.6400008,0.44918109347564317,0.038163000346709886,0.14224945270331768
1776014248.6716187,0.45968695938207704,0.03909640755280931,0.14738793211785664
1776014248.700393,0.4718335212414606,0.04080986274086912,0.14602706932478113
1776014248.7316303,0.497249597460481,0.04473031284768796,0.14683703653014604
1776014248.7603574,0.5029599518729689,0.044737990831007775,0.14393292078328043
1776014248.7915764,0.5091652356964923,0.04486416841201546,0.1449940636020872
1776014248.8206878,0.5423543251150774,0.052803254854243295,0.1462650981798203
1776014248.851577,0.5689491303598768,0.05928251733896678,0.14405409163477945
1776014248.8803854,0.5977474680192996,0.06181998886571516,0.14007031270322398
1776014248.911544,0.6178037245486379,0.06558792988009868,0.13838412591984894
1776014248.9405367,0.6312333906196909,0.06760080861984094,0.137911759652865
1776014248.9715548,0.6440867676578447,0.0701686363162496,0.1377288267126533
1776014249.0003476,0.6556692880122428,0.07143204237813777,0.14080092828060886
1776014249.0315394,0.6675513289926157,0.07271853766309894,0.14043914377421834
1776014249.0599701,0.6924585832282728,0.07577284347781221,0.13939909311632728
1776014249.0915382,0.7277187152212892,0.08225679640745268,0.13961032653255925
1776014249.119945,0.7597336819133069,0.09018285376662236,0.14004320857011762
1776014249.151566,0.7829235525596446,0.09360116958382465,0.14232946316815354
1776014249.1800814,0.8114502088465365,0.09904677754088101,0.14363201415507376
1776014249.2116582,0.8098070788270125,0.09798417669582231,0.13757661035728863
1776014249.240037,0.8200139961002717,0.09853497752123677,0.13978843644999076
1776014249.271693,0.8593592386744854,0.10616857256340137,0.14144144271762019
1776014249.2999415,0.8966608437720064,0.11270475756536616,0.1434139151502785
1776014249.3317087,0.8881500584063429,0.10677563391774363,0.14026169690941862
1776014249.3599422,0.9116945182400831,0.11228698833131247,0.14175978673101108
1776014249.3915403,0.908649970314589,0.10932844214596063,0.13840431332519648
1776014249.4199607,0.9204492426356536,0.10945685412951009,0.1408861492187301
1776014249.4515438,0.9528327134103444,0.11596542052411682,0.13840447602248787
1776014249.4801388,0.952369181575034,0.1137456719838724,0.13824509175923846
1776014249.5115702,0.9963380004186456,0.12340412198198979,0.14031352931707175
1776014249.5402238,0.9948423818883503,0.12200553110831837,0.13896350008446712
1776014249.5715456,1.0137769404710502,0.12601186791831576,0.1385015850087169
1776014249.599948,1.0234746852988637,0.1255679214328079,0.1405834875039079
1776014249.631546,1.0353084287213175,0.12656172285110684,0.13844668069676402
1776014249.6601183,1.0780122344898164,0.1351907165979529,0.14026559935363955
1776014249.6916096,1.0968310158563865,0.13909591735396343,0.13956341429134078
1776014249.7200267,1.1321242022714813,0.14766505174606376,0.13927862925273457
1776014249.75157,1.147265804334908,0.14937955591733326,0.14001329166351892
1776014249.779971,1.1509891012510407,0.1480192262735599,0.13905650291429475
1776014249.8115509,1.1716208746573231,0.15153582930108017,0.14182891123514693
1776014249.839957,1.1811687871286431,0.15432636825035131,0.1425637764623155
1776014249.8715866,1.2068681313724372,0.15841607917856682,0.14632466146301037
1776014249.9005985,1.2147752654886708,0.16048068873254115,0.14515567327488027
1776014249.931538,1.206817630322154,0.15554607273989482,0.14121945348497314
1776014249.9602897,1.2533009424520019,0.1637520051203549,0.1395666468875167
1776014249.9915395,1.2833021186969407,0.17041728279215604,0.14180566172287415
1776014250.0200362,1.3182793154394006,0.17805593150521692,0.13958262118844975
1776014250.0515618,1.3357343436599514,0.17999456295066962,0.1404055275341764
1776014250.0799701,1.346990062475389,0.1784672290696771,0.13746604348150737
1776014250.1115425,1.3464632744534737,0.1761336389334592,0.13751337836890462
1776014250.1402237,1.380050356407799,0.1846101377526898,0.1368865338112564
1776014250.171596,1.401002165118266,0.1876195715260711,0.13771866125331864
1776014250.2005184,1.3996179335072556,0.18683193421663408,0.13817710040071055
1776014250.231583,1.423564156977381,0.19142045490600543,0.13516653408148618
1776014250.2599442,1.4342568486306948,0.19362022845943744,0.13401738763163426
1776014250.2915597,1.4368196129847493,0.1904797760176479,0.13535829169669666
1776014250.3199437,1.4777278993519862,0.1988089003578619,0.13567619633005734
1776014250.351646,1.4990645002214034,0.2024906276111698,0.13550843229611853
1776014250.3804076,1.4973928632767677,0.20179903592205867,0.1330336401672267
1776014250.4115393,1.4995003655914725,0.20085970355505925,0.1321120523658365
1776014250.4402804,1.5150780917513154,0.20144834379838159,0.12875706272911644
1776014250.4715564,1.5377288669433733,0.20409009422118937,0.1283958957239338
1776014250.5001624,1.578972774345197,0.21149964642718863,0.1280356897694666
1776014250.5315778,1.578526577479246,0.21021904949553938,0.1282318127309475
1776014250.5600827,1.5775639124085101,0.2077907149727095,0.1304783072205412
1776014250.5915587,1.6089101148324554,0.21230733383597833,0.13265991552727374
1776014250.6201973,1.6317169673809284,0.21584186762925864,0.13217585369441098
1776014250.6516294,1.6474713431989523,0.21746595773246372,0.13478250921667784
1776014250.6801414,1.6650472418649072,0.21966118128904163,0.1383815422636745
1776014250.7115905,1.6737200161055314,0.22095724203245085,0.13673068787338066
1776014250.7406738,1.6938113504331345,0.22567690465143744,0.1352765076838598
1776014250.7715528,1.711263871858023,0.2287661532692702,0.13510513167114216
1776014250.7999837,1.7382656116591986,0.233105488257167,0.1349264460841506
1776014250.8315902,1.7218664964601713,0.22691743634933303,0.1349400527468097
1776014250.8599908,1.7590299389769384,0.23479911000485984,0.13340213616656804
1776014250.891563,1.7596963178198906,0.23271851150713183,0.13225919540045433
1776014250.9204202,1.7641611033641942,0.23250017750202734,0.1323985403337015
1776014250.9515374,1.752795290539416,0.22802836243199562,0.13572931212891695
1776014250.9802217,1.7490429564247107,0.22599044761673281,0.13706876880569244
1776014251.0115647,1.7256317780951724,0.21786985486602903,0.1383935258692966
1776014251.0400875,1.7326390991998954,0.2189694461715657,0.1391250149178936
1776014251.0715446,1.7201446991709544,0.2148916579754788,0.14011176130184708
1776014251.1001127,1.7613658866434156,0.2230961889683742,0.14007867877469982
1776014251.1316183,1.7848116497325694,0.22815639216715264,0.1394071089424842
1776014251.15999,1.815277863105183,0.23342724889544234,0.14159644782463146
1776014251.1916459,1.8235579953449768,0.23267805600500438,0.13948845556335535
1776014251.2199364,1.822811295454098,0.23133479920207897,0.13897715120149928
1776014251.2515602,1.8270453357021073,0.23127976051419094,0.13798957434509573
1776014251.2803724,1.8645384120305157,0.23873546050000855,0.13833349415391247
1776014251.3115604,1.8837955235146502,0.2429711047904836,0.13797783354564652
1776014251.340212,1.9048894638464104,0.24692028923914325,0.14045339390628175
1776014251.3715537,1.9045196024798927,0.24412021236702525,0.14103084701705018
1776014251.4002826,1.9193273359391192,0.24597665003837685,0.14251066327566447
1776014251.4315436,1.9107360470642938,0.24188841229431352,0.14367193137329165
1776014251.4600227,1.9486441957828566,0.24905491974587507,0.14331898395467818
1776014251.49154,1.9973230880687658,0.25965389815524054,0.14199466022620844
